1.0,86.54009,262.33630,2.0,-1.00000,-1.00000,3.0,-1.00000,-1.00000,
1.0,76.28925,193.74091,2.0,-1.00000,-1.00000,3.0,-1.00000,-1.00000,
1.0,76.28234,195.03149,2.0,170.02612,25.43589,3.0,-1.00000,-1.00000,
1.0,76.28580,194.38435,2.0,182.52643,36.21948,3.0,-1.00000,-1.00000,
1.0,76.27535,196.33699,2.0,213.32820,55.42251,3.0,-1.00000,-1.00000,
1.0,76.30282,191.20353,2.0,221.76758,61.22676,3.0,-1.00000,-1.00000,
1.0,76.26829,197.65768,2.0,213.88464,59.50596,3.0,-1.00000,-1.00000,
1.0,76.28234,195.03149,2.0,208.80459,59.49431,3.0,-1.00000,-1.00000,
1.0,76.27886,195.68235,2.0,205.16877,64.05683,3.0,-1.00000,-1.00000,
1.0,76.28234,195.03149,2.0,186.82036,69.00480,3.0,-1.00000,-1.00000,
1.0,76.29607,192.46501,2.0,184.22643,70.40011,3.0,-1.00000,-1.00000,
1.0,76.29607,192.46501,2.0,184.24163,77.47046,3.0,-1.00000,-1.00000,
1.0,76.29607,192.46501,2.0,177.73879,80.89215,3.0,-1.00000,-1.00000,
1.0,76.25753,199.66777,2.0,171.82894,84.49968,3.0,-1.00000,-1.00000,
1.0,76.28580,194.38435,2.0,166.34931,89.86270,3.0,-1.00000,-1.00000,
1.0,76.26114,198.99382,2.0,163.01351,91.95072,3.0,-1.00000,-1.00000,
1.0,76.28234,195.03149,2.0,158.24385,91.96749,3.0,-1.00000,-1.00000,
1.0,76.28925,193.74091,2.0,155.59156,95.25453,3.0,-1.00000,-1.00000,
1.0,76.29607,192.46501,2.0,149.41354,102.27191,3.0,-1.00000,-1.00000,
1.0,76.26472,198.32380,2.0,166.43813,145.49187,3.0,-1.00000,-1.00000,
1.0,76.27535,196.33699,2.0,140.81684,104.18889,3.0,-1.00000,-1.00000,
1.0,76.27535,196.33699,2.0,136.43006,104.87594,3.0,-1.00000,-1.00000,
1.0,76.25753,199.66777,2.0,133.27260,108.53817,3.0,-1.00000,-1.00000,
1.0,76.26472,198.32380,2.0,131.35325,117.35475,3.0,-1.00000,-1.00000,
1.0,76.27535,196.33699,2.0,132.97966,121.82584,3.0,-1.00000,-1.00000,
1.0,76.27183,196.99542,2.0,128.08459,122.17433,3.0,-1.00000,-1.00000,
1.0,76.28925,193.74091,2.0,123.15625,122.19277,3.0,-1.00000,-1.00000,
1.0,76.26472,198.32380,2.0,123.97611,126.62179,3.0,-1.00000,-1.00000,
1.0,76.28580,194.38435,2.0,124.90804,129.77606,3.0,-1.00000,-1.00000,
1.0,76.28234,195.03149,2.0,125.33433,131.21892,3.0,-1.00000,-1.00000,
1.0,76.26114,198.99382,2.0,126.54716,135.32394,3.0,-1.00000,-1.00000,
1.0,76.27183,196.99542,2.0,126.66047,135.70746,3.0,-1.00000,-1.00000,
1.0,76.26114,198.99382,2.0,127.35150,138.04636,3.0,-1.00000,-1.00000,
1.0,76.27535,196.33699,2.0,132.50862,141.74440,3.0,-1.00000,-1.00000,
1.0,76.27886,195.68235,2.0,134.57131,148.21017,3.0,-1.00000,-1.00000,
1.0,76.27183,196.99542,2.0,137.26032,156.63921,3.0,-1.00000,-1.00000,
1.0,76.26829,197.65768,2.0,141.44478,169.75591,3.0,-1.00000,-1.00000,
1.0,76.27183,196.99542,2.0,141.62438,170.31888,3.0,-1.00000,-1.00000,
1.0,76.27183,196.99542,2.0,141.98662,171.45438,3.0,-1.00000,-1.00000,
1.0,76.27183,196.99542,2.0,142.53772,173.18187,3.0,-1.00000,-1.00000,
1.0,76.26472,198.32380,2.0,142.91038,174.35003,3.0,-1.00000,-1.00000,
1.0,76.25753,199.66777,2.0,142.91038,174.35003,3.0,-1.00000,-1.00000,
1.0,76.26829,197.65768,2.0,142.91038,174.35003,3.0,-1.00000,-1.00000,
1.0,76.25753,199.66777,2.0,142.91038,174.35003,3.0,-1.00000,-1.00000,
1.0,76.26829,197.65768,2.0,149.18641,173.16725,3.0,-1.00000,-1.00000,
1.0,76.27183,196.99542,2.0,148.77675,172.00229,3.0,-1.00000,-1.00000,
1.0,76.27183,196.99542,2.0,147.97132,169.71185,3.0,-1.00000,-1.00000,
1.0,76.26472,198.32380,2.0,149.18641,173.16725,3.0,-1.00000,-1.00000,
1.0,76.26472,198.32380,2.0,148.98099,172.58310,3.0,-1.00000,-1.00000,
1.0,76.25390,200.34569,2.0,148.98099,172.58310,3.0,-1.00000,-1.00000,
1.0,76.26829,197.65768,2.0,149.39301,173.75477,3.0,-1.00000,-1.00000,
1.0,76.25753,199.66777,2.0,149.39301,173.75477,3.0,-1.00000,-1.00000,
1.0,76.27183,196.99542,2.0,149.18641,173.16725,3.0,-1.00000,-1.00000,
1.0,76.26472,198.32380,2.0,149.39301,173.75477,3.0,-1.00000,-1.00000,
1.0,76.26829,197.65768,2.0,149.39301,173.75477,3.0,-1.00000,-1.00000,
1.0,76.26114,198.99382,2.0,149.39301,173.75477,3.0,-1.00000,-1.00000,
