1,23.3971,7.51924,2,-1.0,-1.0,3,-1.0,-1.0,4,-1.0,-1.0,5,-1.0,-1.0,6,-1.0,-1.0,
1,23.4065,7.72143,2,-1.0,-1.0,3,-1.0,-1.0,4,-1.0,-1.0,5,-1.0,-1.0,6,-1.0,-1.0,
1,22.1589,8.07452,2,-1.0,-1.0,3,-1.0,-1.0,4,-1.0,-1.0,5,-1.0,-1.0,6,-1.0,-1.0,
1,22.1432,7.87269,2,-1.0,-1.0,3,-1.0,-1.0,4,-1.0,-1.0,5,-1.0,-1.0,6,-1.0,-1.0,
1,22.1432,7.87269,2,-1.0,-1.0,3,-1.0,-1.0,4,-1.0,-1.0,5,-1.0,-1.0,6,-1.0,-1.0,
1,20.9807,9.21853,2,-1.0,-1.0,3,-1.0,-1.0,4,-1.0,-1.0,5,-1.0,-1.0,6,-1.0,-1.0,
1,21.0018,9.41027,2,-1.0,-1.0,3,-1.0,-1.0,4,-1.0,-1.0,5,-1.0,-1.0,6,-1.0,-1.0,
1,21.1044,10.3417,2,-1.0,-1.0,3,-1.0,-1.0,4,-1.0,-1.0,5,-1.0,-1.0,6,-1.0,-1.0,
1,21.3166,11.9055,2,-1.0,-1.0,3,-1.0,-1.0,4,-1.0,-1.0,5,-1.0,-1.0,6,-1.0,-1.0,
1,21.3882,12.5626,2,-1.0,-1.0,3,-1.0,-1.0,4,-1.0,-1.0,5,-1.0,-1.0,6,-1.0,-1.0,
1,21.4231,12.8825,2,-1.0,-1.0,3,-1.0,-1.0,4,-1.0,-1.0,5,-1.0,-1.0,6,-1.0,-1.0,
1,21.4231,12.8825,2,-1.0,-1.0,3,-1.0,-1.0,4,-1.0,-1.0,5,-1.0,-1.0,6,-1.0,-1.0,
1,21.4613,12.8762,2,-1.0,-1.0,3,-1.0,-1.0,4,-1.0,-1.0,5,-1.0,-1.0,6,-1.0,-1.0,
1,21.4441,12.717,2,-1.0,-1.0,3,-1.0,-1.0,4,-1.0,-1.0,5,-1.0,-1.0,6,-1.0,-1.0,
1,21.6094,14.2478,2,-1.0,-1.0,3,-1.0,-1.0,4,-1.0,-1.0,5,-1.0,-1.0,6,-1.0,-1.0,
1,22.7632,14.9081,2,-1.0,-1.0,3,-1.0,-1.0,4,-1.0,-1.0,5,-1.0,-1.0,6,-1.0,-1.0,
1,22.7945,15.3195,2,-1.0,-1.0,3,-1.0,-1.0,4,-1.0,-1.0,5,-1.0,-1.0,6,-1.0,-1.0,
1,22.8047,15.4544,2,-1.0,-1.0,3,-1.0,-1.0,4,-1.0,-1.0,5,-1.0,-1.0,6,-1.0,-1.0,
1,22.8149,15.5882,2,-1.0,-1.0,3,-1.0,-1.0,4,-1.0,-1.0,5,-1.0,-1.0,6,-1.0,-1.0,
1,22.8349,15.8526,2,-1.0,-1.0,3,-1.0,-1.0,4,-1.0,-1.0,5,-1.0,-1.0,6,-1.0,-1.0,
1,22.8787,15.9766,2,-1.0,-1.0,3,-1.0,-1.0,4,-1.0,-1.0,5,-1.0,-1.0,6,-1.0,-1.0,
1,22.829,15.3129,2,-1.0,-1.0,3,-1.0,-1.0,4,-1.0,-1.0,5,-1.0,-1.0,6,-1.0,-1.0,
1,23.8693,16.1703,2,-1.0,-1.0,3,-1.0,-1.0,4,-1.0,-1.0,5,-1.0,-1.0,6,-1.0,-1.0,
